,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-3.998621,-2.9806664,-3.8326654,0.2550993,9.101406,2.5338717,1.319812,2.728575,0.74682033,-3.6350503,-4.021411,-2.6971946,-4.350356
1,-1.9614921,1.4504495,4.678484,-0.7869117,-6.431388,-0.6036103,14.305753,-6.645686,-6.380681,-2.7083387,-6.8134766,-0.22438216,-2.2054179
2,-4.756381,-4.6780386,-6.6901526,2.532272,5.4629116,11.736422,-0.33591235,-0.18342978,3.6366763,-5.5458565,-3.7702844,-4.374942,-6.026428
3,-4.1851454,-1.2217889,3.7264647,0.34424222,-4.124151,-1.594322,0.8023734,-3.0589666,-3.541348,-3.2498732,-4.8958445,1.6302009,7.9799953
4,-4.2864347,-4.1725135,-5.950226,2.09857,5.128112,10.315142,-0.067583084,-0.02682048,3.3154316,-4.998936,-3.4155447,-3.9111712,-5.3067503
5,-5.46854,-4.0252056,-5.407297,1.5739925,11.212475,4.0421762,2.1229134,2.6180289,2.37211,-5.6518927,-5.5714097,-3.8633933,-5.9263144
6,-5.5874834,-4.1988897,-5.2519116,0.2383095,12.664228,3.4586444,1.6796672,4.0044403,1.0253398,-4.8337555,-5.4655914,-3.6483877,-6.051468
7,-5.969433,-4.6693707,-6.115722,1.6360958,12.776865,4.639509,1.525293,3.353081,2.5859308,-5.942182,-5.990758,-4.256955,-6.5716147
8,-6.927043,-5.454457,-6.8020573,1.5784264,15.312028,4.4928374,1.991388,4.4663944,1.8270227,-6.4391413,-6.6292095,-4.93359,-7.6036997
9,-1.2652502,1.7696376,3.0030684,1.1043131,-6.446866,0.357363,18.376959,-9.673254,-5.365202,-3.2550552,-6.98554,-4.1501007,-4.868415
10,-1.1307988,1.6887689,2.6655817,0.8677579,-5.959903,0.61653924,15.980219,-8.570469,-4.947871,-2.5795093,-6.090662,-3.8256783,-4.525026
11,-4.8979197,-3.982616,-4.4105253,0.28349727,11.042061,2.597326,2.109201,2.5406017,1.6073651,-3.733724,-4.443348,-3.7556298,-5.2411766
12,-5.874845,-5.1207433,-6.203557,4.2794147,11.083111,3.9686084,2.2655087,1.2557342,4.1207247,-5.934559,-4.9680424,-5.02448,-6.2528296
13,-3.6317735,-3.6153293,-5.122527,2.940597,4.2286534,8.175026,-0.35507274,-0.32759216,3.0395758,-4.313896,-2.769996,-3.4066315,-4.4664664
14,-4.1606436,-3.740795,-5.124435,1.532722,11.033131,2.8497224,-0.6787846,2.037927,1.7083083,-4.924226,-4.227172,-3.2997508,-5.0564413
15,-0.50036335,1.521146,1.7122926,0.43623042,-4.316848,0.5177072,10.213308,-5.731682,-3.4408927,-1.7486029,-4.276307,-2.7862275,-3.2283158
16,-4.101635,-3.6001182,-4.6652255,1.1738938,10.826101,2.6851125,-0.7470679,2.1479557,1.3119426,-4.5774565,-4.0439196,-3.0593803,-4.7980604
17,-4.027223,-1.1907306,5.2604847,-2.1368105,-5.1202574,-0.77568793,-0.40422165,3.3062246,-5.314039,-2.6982627,-4.326787,12.425561,1.4450315
18,-0.79206,1.798339,1.6802106,0.8959176,-5.1095023,0.72601044,13.400647,-7.2295485,-3.5862877,-1.9889286,-4.885336,-3.8636312,-4.2771645
19,-1.2410598,1.5108174,3.2522047,0.07673943,-5.76132,-0.061625957,14.133198,-7.180378,-5.2110586,-2.2501788,-5.743803,-2.0151787,-3.1597095
20,-5.663429,-4.5307817,-5.9836597,1.509488,13.434755,3.4443438,0.113801956,3.378981,1.9896085,-5.841515,-5.515537,-4.037362,-6.131163
21,-4.605702,-3.4075358,-4.4605985,1.3627213,9.405841,3.3464956,1.6872673,2.289793,1.8366597,-4.551675,-4.582063,-3.1461153,-4.849821
22,-4.452472,-4.1611366,-5.5954113,0.8614994,13.342736,2.7265887,-1.7246114,2.8132164,0.73615956,-5.480665,-4.7984943,-3.3623571,-5.4385853
23,-5.248842,-5.2694864,-7.3698697,3.620202,6.4674873,12.2253275,-0.17731047,-0.38003922,4.5660396,-6.1517777,-4.1084304,-4.969911,-6.587876
24,-5.3905888,-1.2354505,7.3732266,-2.9967833,-7.6484632,-1.2996151,-0.34221637,7.5029473,-7.460777,-3.4116638,-5.757929,15.547713,2.261683
25,-5.62401,-0.30007005,6.057904,-3.14516,-6.514915,-1.6888719,-0.32625318,16.12894,-5.3003902,-0.98247313,-4.032222,6.0538173,1.6403035
26,-1.2773716,1.4094734,3.3864775,-0.10713893,-5.628746,-0.20116854,12.85071,-6.848571,-5.4332776,-2.512641,-5.9249268,-1.6520431,-2.4589906
27,-0.7094443,1.2765393,2.430767,0.16406989,-4.404477,-0.0950644,10.107901,-5.803105,-4.1912127,-2.1430264,-4.8354044,-1.7411044,-2.3900678
28,-4.135064,-3.7284753,-4.699258,0.63571584,12.009642,2.4219408,-1.446492,2.532357,0.48648015,-4.7910604,-4.313136,-3.0026326,-4.9444556
29,-0.8600353,1.4450235,1.8930874,1.054692,-5.0536056,0.6712842,13.9118185,-7.388552,-3.6005743,-2.2847497,-5.175274,-3.7220414,-4.085635
30,-0.7441039,1.5123942,1.65498,1.359487,-5.459103,0.7789326,16.11772,-8.446348,-3.4725285,-2.5506155,-5.57286,-4.669697,-5.146016
31,-1.5868969,1.0982056,3.7497816,-0.71726733,-5.107677,-0.5129571,11.536001,-5.341319,-5.2357583,-2.4627268,-5.7689514,-0.027279139,-2.0165873
32,-3.6124127,-2.9190693,-3.5709245,2.8232923,3.147464,3.0619516,1.0902336,-1.2695017,5.968627,-4.0232434,-2.928304,-3.650629,-2.9666727
33,-5.2678685,-4.2206025,-4.985958,1.8311079,9.61828,3.5708902,1.9900542,0.8481108,4.4279327,-4.7676926,-4.340765,-4.605646,-5.1683354
34,-5.37926,-4.1700974,-5.35466,1.66248,10.771556,4.27147,2.0414317,1.9317486,3.0462193,-5.1985197,-5.08755,-4.100001,-5.7012615
35,-0.86223316,1.3720727,2.7091634,0.48354065,-5.0580063,-0.0095927715,12.226156,-7.053445,-4.618472,-2.7339945,-5.6796837,-2.3558717,-2.9688535
36,-0.890924,2.7003698,2.8442523,1.7170649,-7.6077538,0.54576254,19.323719,-11.012676,-5.0168433,-3.4534965,-7.314762,-5.8937435,-6.1924105
37,-0.6115954,1.603732,1.3594553,0.79429376,-4.68631,0.6855477,11.263952,-6.3274565,-3.1405337,-1.6865801,-4.395858,-3.4012058,-3.8732252
38,-5.7668395,-4.7604027,-6.599682,2.3442795,8.557686,9.255403,1.1376987,1.3470026,3.7210636,-6.4365673,-5.178946,-4.2969074,-6.441469
39,-4.11046,-3.8198133,-5.0322356,0.59929985,12.241432,2.4728503,-1.6408496,2.678339,0.44684005,-4.878411,-4.2930923,-3.066154,-4.995826
