,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.8474611,0.26821855,-1.3043745,-3.3264823,-0.82718754,-1.3583791,-0.8320941,-0.918555,-4.5482106,-0.118903436,-3.0955653,-2.0091038,-0.9319465
1,2.316205,0.52704877,-0.59800446,-3.8984134,-2.3014503,-2.1781335,-0.1619125,-1.2962704,-5.3376412,0.08864646,-2.4854388,-1.7999182,-0.42480665
2,2.4433355,0.31670982,-0.8721401,-3.6677442,-1.7776588,-1.8081478,-0.25005105,-2.3489287,-5.3237176,-0.025004668,-2.104057,-2.2180712,-0.5625651
3,1.3718638,0.38613847,-0.52236456,-3.4890819,-1.7912974,-2.1072922,-0.6898994,-1.2138791,-4.1993103,-0.21825035,-0.6814493,-1.7008847,-0.71939075
4,2.0452192,-0.090446465,-0.92807955,-3.4818664,-0.9091175,-2.406939,-0.85978895,-1.6728323,-5.0311637,-0.21162441,-2.448815,-1.1965177,-0.64007187
5,2.8185678,0.85254145,-0.41967866,-3.7901998,-2.3032901,-1.4473962,-0.14421195,-1.5349612,-5.18256,0.6322105,-2.4979122,-1.9398749,-0.22643465
6,2.7597377,0.73979646,-0.6582303,-3.621491,-2.0357249,-1.3909761,-0.5149962,-1.7969508,-5.148801,0.3625948,-2.1102297,-1.9880723,-0.44109556
7,2.2095416,0.35563862,-0.71489275,-3.7955375,-1.9031867,-2.0481703,-0.32121834,-1.4593493,-5.1902823,-0.051994927,-2.6830544,-1.8616433,-0.50572413
8,1.1861622,2.0213351,-0.015161451,-3.7646267,-2.0844939,-1.1385969,-0.8077553,-0.28591496,-3.1947842,0.3502158,-2.4249148,-1.1845049,-0.6749918
9,1.6710902,2.0583887,0.15922165,-4.079214,-2.2790463,-1.434011,-0.8158488,-0.76440954,-3.8310864,0.75178134,-2.4322886,-1.0900377,-0.42885116
10,0.060615245,0.88089985,-0.80393934,-2.384869,-1.1925521,-0.357627,-1.0378051,-0.4903938,-2.0773475,-0.86795795,-2.9445,-1.4502543,-1.1642873
11,1.1126125,2.0610359,-0.22165744,-3.2654784,-1.6720592,-0.43308982,-1.1748965,-0.8955446,-2.648202,0.37272516,-1.3490394,-1.4591311,-0.9010342
12,1.2408549,2.0690472,0.14361657,-3.9231005,-2.3585894,-1.3926597,-0.28107607,-0.1448422,-3.282379,0.5219192,-2.1461055,-0.8642544,-0.4346298
13,-0.5031501,-0.36472934,2.9009535,-3.8169103,-3.2818294,-4.131422,-0.7002747,0.13202107,-4.3496213,-1.456875,-2.6463685,1.9359895,0.8443765
14,-0.11706657,0.23367631,4.2411346,-3.505062,-4.193217,-3.8181357,-0.03343955,-0.5947439,-3.710354,-0.66154164,-1.5062481,0.9427696,1.5708153
15,-0.30504245,-0.035553444,3.202092,-3.5197368,-3.8051775,-3.798053,-0.0154377185,0.44772363,-3.9366925,-1.0234478,-2.0990462,0.93656665,1.149901
16,-0.5735447,-0.9206416,1.9566439,-3.7019176,-2.4391263,-4.105652,0.1969232,-1.311593,-4.4591928,-1.821947,-1.7507201,0.5384453,0.4281233
17,-0.38065788,-0.15376322,3.8426964,-3.195624,-3.5566049,-3.8295786,-0.46299392,-0.84042966,-3.7462332,-1.0293807,-1.1225085,1.149572,1.244832
